42811,2010,MUSI,495,10,,
42817,2010,HIST,110,13,NH,17
42818,2010,HIST,242,10,NH,24
42819,2010,HIST,244,20,EG,21
42821,2010,DEVS,300,0,NH,124
42825,2010,ECON,221,11,AX,23A
42863,2010,HKIN,425,10,OC,A209
42864,2010,HKIN,331,10,OC,A209
42866,2010,HKIN,332,20,OC,A209
42875,2010,RELS,253,10,NH,16
42903,2010,ESCI,170,11,NH,B33
42904,2010,ESCI,170,12,NH,B33
42905,2010,ESCI,171,11,NH,B33
42906,2010,ESCI,171,12,NH,B33
42907,2010,ESCI,172,22,NH,B33
42908,2010,ESCI,201,10,PS,2045
42909,2010,ESCI,202,20,PS,2045
42910,2010,ESCI,215,10,PS,2041
42911,2010,ESCI,216,20,PS,2041
42912,2010,ESCI,245,10,PS,2045
42918,2010,ESCI,285,20,PS,2041
42919,2010,ESCI,301,10,PS,2045
42920,2010,ESCI,305,10,PS,2041
42928,2010,ESCI,491,0,,
42929,2010,ESCI,493,0,,
42938,2010,MUSI,304,20,AQ,210
42939,2010,PSYC,240,13,BB,337
42940,2010,WMNS,332,20,OC,A209
42949,2010,HIST,309,0,NH,24
42951,2010,HKIN,456,10,OC,207
42952,2010,HKIN,456,20,OC,104
42956,2010,BIOL,304,20,BB,337
42959,2010,BIOL,301,10,BB,305
42964,2010,BIOL,472,10,NH,B26
42972,2010,HNU,363,10,NH,118
42975,2010,CSCI,485,20,SC,13
42977,2010,MATH,100,13,NH,B19
42980,2010,MATH,267,21,,
42981,2010,MATH,277,10,NH,19
42997,2010,PSYC,260,13,NH,18
42998,2010,PSYC,260,15,BB,236
42999,2010,SOCI,100,16,NH,118
43000,2010,SOCI,100,17,NH,118
43027,2010,ENGL,376,0,NH,B26
43037,2010,PSYC,100,15,NH,120
43040,2010,MUSI,265,10,AQ,102
43041,2010,MUSI,365,10,AQ,210
43046,2010,BIOL,285,20,PS,2041
43075,2010,BIOL,320,20,NH,B26
43082,2010,HKIN,493,10,,
43090,2010,ART,320,0,AR,0
43105,2010,PHYS,475,20,,
43111,2010,PSCI,291,10,NH,16
43119,2010,ECON,100,11,NH,B20
43128,2010,BSAD,342,22,,
43131,2010,BSAD,358,21,NH,B24
43132,2010,BSAD,415,11,NH,122
43134,2010,BSAD,454,10,NH,B24
43145,2010,INFO,131,11,NH,119
43146,2010,INFO,131,12,NH,123LAB
43147,2010,INFO,131,13,NH,123LAB
43162,2010,INFO,152,20,NH,123LAB
43193,2010,MUSI,106,12,,
43194,2010,MUSI,206,12,,
43195,2010,MUSI,306,12,,
43196,2010,MUSI,406,12,,
43242,2010,ESCI,476,10,,
43249,2010,NURS,105,13,CA,7
43251,2010,NURS,115,23,CA,7
43363,2010,EXEL,100,12,NH,17
43364,2010,EXEL,100,13,SC,11
43365,2010,EXEL,100,14,NH,22LAB
43366,2010,EXEL,100,15,AG,105
43368,2010,EXEL,100,17,SC,11
43369,2010,EXEL,100,18,SC,14
43375,2010,EXEL,100,20,NH,20
43378,2010,EXEL,100,19,EG,21
43388,2010,SPAN,100,13,NH,19
43389,2010,MUSI,195,0,,
43390,2010,MUSI,295,0,,
43539,2010,INFO,135,22,NH,119
43540,2010,INFO,135,23,NH,125
43541,2010,INFO,135,24,SC,11
43542,2010,INFO,135,25,SC,11
43545,2010,BSAD,223,23,NH,B20
